Id,reference
1825,53.1559
1826,81.1246
1827,69.3851
1828,49.0029
1829,32.2278
1830,48.616
1831,39.3378
1832,53.0655
1833,36.3963
1834,81.6206
1835,-1.06653
1836,86.8876
1837,82.2915
1838,69.3106
1839,47.334
1840,85.0774
1841,36.9524
1842,38.559
1843,22.5908
1844,46.9602
1845,53.0528
1846,68.5977
1847,38.7542
1848,59.558
1849,62.8945
1850,39.3887
1851,9.61131
1852,30.1065
1853,58.8691
1854,54.222
1855,62.3773
1856,54.9663
1857,74.1197
1858,90.8751
1859,79.7612
1860,28.1023
1861,68.7943
1862,51.9093
1863,40.9682
1864,79.7155
1865,76.8318
1866,45.7755
1867,37.1285
1868,47.4855
1869,28.6885
1870,36.7464
1871,42.5602
1872,13.6476
1873,62.7687
1874,83.8321
1875,40.4191
1876,43.9686
1877,25.8047
1878,49.6575
1879,38.3199
1880,11.0896
1881,80.1479
1882,75.7265
1883,58.6313
1884,80.0097
1885,26.8137
1886,51.7095
1887,48.3898
1888,58.1268
1889,32.2085
1890,48.1292
1891,41.8245
1892,33.6603
1893,75.5615
